"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords","Publisher"
"KILMER B.; CAULKINS J.P.; Kilborn M.; Priest M.; WARREN K.M.","KILMER, BEAU (23392373200); CAULKINS, JONATHAN P. (7004463460); Kilborn, Michelle (57212044467); Priest, Michelle (57670321500); WARREN, KRISTIN M. (57670022700)","23392373200; 7004463460; 57212044467; 57670321500; 57670022700","CANNABIS LEGALIZATION AND SOCIAL EQUITY: SOME OPPORTUNITIES, PUZZLES, AND TRADE-OFFS","2021","Boston University Law Review","101","3","","1003","1041","38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116404331&partnerID=40&md5=b634d8aa3f9d354897f1c2b015d1a521","Cannabis prohibition has created disparate harms-especially for Black, Indigenous, and People of Color (""BIPOC"")-largely through arrest disparities for possession and their downstream effects. Addressing inequities is increasingly featured in discussions to legalize cannabis supply and adult possession for nonmedical purposes. While there is little disagreement that these inequities exist, those hoping to use cannabis policy to respond to them have proposed multiple options that each come with their own set of potential benefits and costs. This Essay describes some of these opportunities as well as some major puzzles and trade-offs surrounding the use of cannabis policy to advance social equity. Additionally, it offers insights into the number of people who could benefit from various social equity efforts related to cannabis policy. In particular, sealing or expunging cannabis possession convictions could affect many more BIPOC-possibly close to two orders of magnitude more-than prioritizing these individuals for entrepreneurship or employment opportunities in the cannabis industry. These options are not mutually exclusive, but decision makers should consider the possibility of federal legalization and what it will mean for small cannabis businesses when developing cannabis equity programs. © 2021 Boston University Law Review. All rights reserved.","","","Boston University Law Review"
"Mansouri H.; Asrar Z.; Szopa J.","Mansouri, Hakimeh (26429630900); Asrar, Zahra (9338182200); Szopa, Jan (7006681349)","26429630900; 9338182200; 7006681349","Effects of ABA on primary terpenoids and Δ9- tetrahydrocannabinol in Cannabis sativa L. at flowering stage","2009","Plant Growth Regulation","58","3","","269","277","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67849083065&doi=10.1007%2fs10725-009-9375-y&partnerID=40&md5=64ae29de2f7f434035a0dd221a4f34df","This work examined the effects of exogenously applied abscisic acid (ABA) on the content of chlorophyll, carotenoids, α-tocopherol, squalene, phytosterols, Δ9-tetrahydrocannabinol (THC) concentration, 3-hydroxy-3-methylglutaryl coenzyme A reductase (HMGR) and 1-deoxy-d-xylulose 5-phosphate synthase (DXS) activity in Cannabis sativa L. at flowering stage. Treatment with 1 and 10 mg l-1 ABA significantly decreased the contents of chlorophyll, carotenoids, squalene, stigmasterol, sitosterol, and HMGR activity in female cannabis plants. ABA caused an increase in α-tocopherol content and DXS activity in leaves and THC concentration in leaves and flowers of female plants. Chlorophyll content decreased with 10 mg l-1 ABA in male plants. Treatment with 1 and 10 mg l-1 ABA showed a decrease in HMGR activity, squalene, stigmasterol, and sitosterol contents in leaves but an increase in THC content of leaves and flowers in male plants. The results suggest that ABA can induce biosynthesis of 2-methyl-d-erythritol-4-phosphate (MEP) pathway secondary metabolites accumulation (α-tocopherol and THC) and down regulated biosynthesis of terpenoid primary metabolites from MEP and mevalonate (MVA) pathways (chlorophyll, carotenoids, and phytosterols) in Cannabis sativa. © 2009 Springer Science+Business Media B.V.","Δ<sup>9</sup>- Tetrahydrocannabinol; α-Tocopherol; Abscisic acid; Phytosterol; Terpenoid","Cannabis; Cannabis sativa",""
"Beckman S.; Castañeda X.; Rivas L.; Schenker M.B.","Beckman, Stella (54402384300); Castañeda, Xóchitl (6602430225); Rivas, Likhi (57972094700); Schenker, Marc B. (7004886212)","54402384300; 6602430225; 57972094700; 7004886212","California cannabis cultivation and processing workers: A qualitative analysis of physiological exposures and health effects","2023","American Journal of Industrial Medicine","66","1","","75","84","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142236582&doi=10.1002%2fajim.23442&partnerID=40&md5=66ee5723329cd76894551c9b0396c7eb","Introduction: Cannabis is a multi-billion-dollar California industry, but little is known about the occupational hazards or health experiences of cannabis cultivation workers. Respiratory and dermal exposures, musculoskeletal hazards, and other agricultural hazards have been identified in previous research. Even in a post-legalization framework, cannabis work is stigmatized and most cannabis is still produced illegally. Qualitative research is essential for establishing rapport with cannabis workers to understand their experiences and concerns. Methods: We conducted semi-structured discussions with four focus groups including 32 cannabis workers total, and 9 key informants who were workers, industry experts, and business owners or managers. Transcribed results were analyzed to identify key themes on physiological exposures and health effects. Results: The majority (81.3%) of focus group participants were seasonal migrant cannabis trimmers. Themes emerged of respiratory and dermal exposures and outcomes, musculoskeletal disorders, and physical hazards including living conditions. Workers reported respiratory symptoms and rashes from exposure to cannabis, mold, and pesticides. Musculoskeletal pain was ubiquitous due to inadequate seating and long shifts performing repetitive tasks. Seasonal workers experienced chronic exposure to cold conditions and unsanitary housing. Management-level interviewees and other industry stakeholders described concerns and experiences that differed from those of workers. Discussion: The results were consistent with existing research on cannabis worker health, with workers reporting respiratory and dermal exposure and symptoms, musculoskeletal hazards, and physical hazards associated with agricultural work. In addition, we found that workers were affected by substandard living conditions, remote and isolated work environments, and an absence of training. © 2022 Wiley Periodicals LLC.","agriculture; cannabis; migrant workers; occupational health","Agriculture; California; Cannabis; Humans; Occupational Exposure; Pesticides; cannabis; pesticide; adverse event; agriculture; California; human; occupational exposure","John Wiley and Sons Inc"
"Ehrlich T.; Simpson C.; Isaksen T.B.","Ehrlich, Trecia (57218446534); Simpson, Christopher (7203016958); Isaksen, Tania Busch (56115416000)","57218446534; 7203016958; 56115416000","Sociopolitical externalities impacting worker health in Washington state's cannabis industry","2020","Annals of Work Exposures and Health","64","7","","683","692","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089205921&doi=10.1093%2fANNWEH%2fWXZ083&partnerID=40&md5=50546eba516702cb4e8bf24ab54fa059","Objectives: The legalization of the production, sale, and possession of cannabis in Washington State in 2012 not only created the framework for a new legal industry, but also for a new regulated labor sector. In addition to typical occupational health and safety hazards associated with chemical and physical exposures, the transition from an illicit to a regulated workplace, the inconsistency between state and federal law, and the production of a unique psychoactive commodity crop that maintains value in the illicit marketplace creates a unique work environment with workplace concerns that are political, economic, and social in nature. Methods: We conducted a combination of semistructured key informant interviews targeted toward employers, focus groups that engaged employees, and an online survey with cannabis business owners and employees to identify concerns relating to worker health and safety. Results: In addition to physical and chemical hazards related to their workplace, workers described health concerns that were a result of social, economic, and political forces facing the transitioning cannabis industry and resulting from an inconsistency between state and federal law. Important themes that emerged from these data included the legal and regulatory environment that the cannabis industry faces, cannabis as an agricultural good, crime, gender, cannabis consumption in the workplace, changing worker demographics, and emerging technologies in this rapidly evolving industry. Conclusions: The unique sociopolitical challenges for occupational health and safety that we identified among cannabis workers in Washington State are especially relevant as other states and nations follow the example of Washington State in legalizing the widespread commercial cultivation, sale, and use of cannabis. As other states and nations legalize, it will be important for employers, public health practitioners, and regulators to recognize how transitioning from an illicit to a legal marketplace impacts worker health. Further, understanding the challenges that result in transitioning a cannabis workforce may be extrapolated in the future to better understand how transitioning other goods and services from an unregulated to a regulated marketplace may impact worker health. © The Author(s) 2019. Published by Oxford University Press on behalf of the British Occupational Hygiene Society.","Cannabis; Cannabis legalization; Culture; Occupational health","Cannabis; Humans; Industry; Occupational Exposure; Occupational Health; Washington; Agricultural robots; Chemical hazards; Commerce; Cultivation; Environmental regulations; Health; Health hazards; Industrial hygiene; Personnel; cannabis; Emerging technologies; Health and safety; Occupational health and safety; Physical exposures; Political forces; Regulatory environment; Washington State; Work environments; human; industry; occupational exposure; occupational health; Washington; Occupational risks","Oxford University Press"
"Afik Z.; Cohen T.R.; Lahav Y.","Afik, Zvika (6506957509); Cohen, Tehila R. (57224890405); Lahav, Yaron (41561468000)","6506957509; 57224890405; 41561468000","Getting high on cannabis stock returns an event study","2022","Finance Research Letters","46","","102226","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108551405&doi=10.1016%2fj.frl.2021.102226&partnerID=40&md5=f135e5d3690e11861b7eafc55b3bd8e2","We report the Israeli firms’ market value reaction to announcements on initiating Cannabis-related activity. Using Event Study analysis, we find a significant positive effect of the announcements: a cumulative average abnormal return of 64% in three days. Similar stock price reactions are observed for most firms individually, though some of these firms’ activity in Cannabis has been declarative only without any related business action. © 2021","Cannabis; Event-study; Firm value; Market reaction","","Elsevier Ltd"
"Donnan J.; Shogan O.; Bishop L.; Swab M.; Najafizada M.","Donnan, Jennifer (16033195300); Shogan, Omar (57464876300); Bishop, Lisa (36866089400); Swab, Michelle (56860829500); Najafizada, Maisam (56549985600)","16033195300; 57464876300; 36866089400; 56860829500; 56549985600","Characteristics that influence purchase choice for cannabis products: a systematic review","2022","Journal of Cannabis Research","4","1","9","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131098664&doi=10.1186%2fs42238-022-00117-0&partnerID=40&md5=42bf7a387030f50bdbbf7ab1370091aa","Introduction: When non-medical cannabis use became legal, government regulators implemented policies to encourage safer consumption through access to a regulated market. While this market is growing, sales still occur through unregulated channels. This systematic review identifies factors influencing cannabis purchasing to help policymakers understand why consumers still purchase illicit market cannabis (registered with PROSPERO CRD42020176079). Methods: A comprehensive search strategy included databases in health, business, and social science fields (inception to June 2020). Studies were eligible for inclusion if they were conducted with persons who purchase cannabis and examine at least one attribute that would influence purchase choice and were published in the English language. Studies could be of any methodological design. Two independent reviewers completed two levels of screening, and all extraction was verified by a second reviewer. A qualitative synthesis of the findings was completed. The quality of the included studies was assessed using the Mixed Methods Appraisal Tool. Results: Of the 4839 citations screened, 96 were eligible for full-text review and 35 were included in the final synthesis. Aspects of price were the most common factors (27 studies). Twenty studies measured price elasticity; most studies found that demand was price inelastic. Many other attributes were identified (e.g., product quality, route of administration, product recommendations, packaging), but none were explored in depth. Eleven studies addressed aspects of product quality including demand elasticity based on quality, potency, and aroma. Studies also explored consumer-perceived “quality” but provided no definition; differences in quality appeared to impact consumer choice. Smoking cannabis appeared to be the preferred route of administration but was only examined in three studies. There was insufficient data to understand in the impact of other attributes on choice. There appeared to be preference heterogeneity for different attributes based on the consumer’s experience, reason for use, and gender. Conclusion: While price influences choices, demand is relatively inelastic. This suggests that consumers may be seeking lowest-cost, unregulated cannabis to avoid reducing consumption. Beyond price, there is a significant gap in our understanding of consumer choices. Perceived quality does appear to impact choice; however, more research is needed due to the lack of a recognized definition for cannabis quality. © 2022, The Author(s).","Cannabis; Cannabis policy; Choice attributes; Price elasticity; Public health; Purchase decisions","cannabis; opiate; adult; aroma; cannabis use; consumer; drug choice; drug packaging; drug potency; English (language); female; gender; human; male; price elasticity; product quality; purchasing; Review; systematic review","BioMed Central Ltd"
"Mamo J.J.","Mamo, Julian J. (12645320500)","12645320500","Cannabis in Malta-big business or laxing restrictions?","2019","European Journal of Public Health","29","3","","390","391","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066855945&doi=10.1093%2feurpub%2fckz061&partnerID=40&md5=02e9b59dca0927a5dd967a0636a82e07","[No abstract available]","","Humans; Legislation, Drug; Malta; Marijuana Smoking; Public Health; cannabis smoking; drug legislation; human; legislation and jurisprudence; Malta; public health","Oxford University Press"
"Pacifico D.; Miselli F.; Carboni A.; Moschella A.; Mandolino G.","Pacifico, D. (13407637500); Miselli, F. (56087672500); Carboni, A. (7006469082); Moschella, A. (21035445000); Mandolino, G. (6603638036)","13407637500; 56087672500; 7006469082; 21035445000; 6603638036","Time course of cannabinoid accumulation and chemotype development during the growth of Cannabis sativa L","2008","Euphytica","160","2","","231","240","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38749094144&doi=10.1007%2fs10681-007-9543-y&partnerID=40&md5=f55d216fa86a369e3049a7775d75ce70","The time course of cannabinoid accumulation in the leaves of individual plants of three Cannabis accessions was determined by gas-chromatographic analysis in greenhouse-grown plants. The total amounts and the concentration ratios of CBD, THC and CBG were determined; two accessions (an experimental hybrid, (21R × 15R) × NL, and plants from a seized seed lot) were found chemotypically uniform, with all plants belonging to chemotpe II (mixed) and I (high THC) respectively. The Carmagnola accession showed chemotypic heterogeneity, with a majority of plants belonging to chemotype III. The CBD/THC and CBG/CBD ratios were shown to be largely constant in the leaves, since 28 and until 103 days after sowing, and consistent with the ratios determined on mature inflorescences. CBD and THC maximum amounts in the leaves showed a peak in the leaves around 80 days from sowing, and were shown to be simultaneous during the growth period, irrespective of the chemotypes. Callus cultures were obtained from all the five different chemotypes (I, II, III, IV, V), and GC analyses were performed. Independently of the type and amount of cannabinoids in the mother plants, it was confirmed that callus cultures of Cannabis were not able to produce detectable amounts of any cannabinoids. © 2007 Springer Science+Business Media B.V.","Callus; Cannabis; Chemotypes; Gas-chromatography; Hemp","Cannabis; Cannabis sativa",""
"Brushwood J.D.; Draeger M.A.; Rapley E.T.","Brushwood, James D. (57190584427); Draeger, Michelle A. (57194011337); Rapley, Eric T. (45561768300)","57190584427; 57194011337; 45561768300","Cannabis financial statement audits in Canada before and after legalization: A “joint” analysis","2023","Journal of Accounting and Public Policy","42","6","107153","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176405053&doi=10.1016%2fj.jaccpubpol.2023.107153&partnerID=40&md5=25ed3da2c1c3d3c1fc788094430ab714","Cannabis has become a multi-billion-dollar worldwide industry and presents accountants with unique challenges and opportunities. This descriptive study examines characteristics of financial statement audits for this budding industry in Canada, one of the first countries to legalize recreational adult use of cannabis. Consistent with cannabis audit clients having higher risk, we find they incur more audit fees before and after legalization than a matched sample of non-cannabis companies. Cannabis companies also pay more non-audit fees before and after legalization, consistent with additional business opportunities for their auditors. The size of cannabis companies grew substantially after Canada's 2018 legalization, corresponding with increased occurrences of Big 4 cannabis company audits. However, compared to a matched sample of non-cannabis companies and controlling for size, cannabis companies are less (more) likely to be audited by a Big 4 (second-tier) firm. This observation is likely attributed to the reputation risk from being associated with a cannabis client, which is potentially higher for Big 4 firms than second-tier firms. © 2023 Elsevier Inc.","Audit risk; Big 4 auditor; Cannabis legalization; Reputational risk; Second-tier auditor","","Elsevier Inc."
"Goldstein R.; Sumner D.","Goldstein, Robin (57212267743); Sumner, Daniel (7102224712)","57212267743; 7102224712","Can Legal Weed Win? the blunt realities of cannabis economics","2022","Can Legal Weed Win? the blunt realities of cannabis economics","","","","1","196","195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136607886&partnerID=40&md5=d5d67c7c156b0bfae02e9f7efe389f6f","Two economists take readers on a tour of the economics of legal and illegal weed, showing where cannabis regulation has gone wrong and how it could do better. Cannabis ""legalization"" hasn't lived up to the hype. Across North America, investors are reeling, tax collections are below projections, and people are pointing fingers. On the business side, companies have shut down, farms have failed, workers have lost their jobs, and consumers face high prices. Why has legal weed failed to deliver on many of its promises? Can Legal Weed Win? takes on the euphoric claims with straight dope and a full dose of economic reality. This book delivers the unadulterated facts about the new legal segment of one of the world's oldest industries. In witty, accessible prose, economists Robin Goldstein and Daniel Sumner take readers on a whirlwind tour of the economic past, present, and future of legal and illegal weed. Drawing upon reams of data and their own experience working with California cannabis regulators since 2016, Goldstein and Sumner explain why many cannabis businesses and some aspects of legalization fail to measure up, while others occasionally get it right. Their stories stretch from before America's first medical weed dispensaries opened in 1996 through the short-term boom in legal consumption that happened during COVID-19 lockdowns. Can Legal Weed Win? is packed with unexpected insights about how cannabis markets can thrive, how regulators get the laws right or wrong, and what might happen to legal and illegal markets going forward. © 2022 by Robin S. Goldstein and Daniel A. Summer.","","","University of California Press"
"Williams J.; Skeels C.L.","Williams, Jenny (56169771300); Skeels, Christopher L. (14057033800)","56169771300; 14057033800","The impact of cannabis use on health","2006","Economist","154","4","","517","546","29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845330560&doi=10.1007%2fs10645-006-9028-8&partnerID=40&md5=3ae8bceef60e2efcd8be94479b313f3c","Chronic daily cannabis use has been shown to have long term harmful health effects, which in turn is expected to reduce labour market productivity. The evidence is less clear on the health impact of less frequent consumption, which is the more typical mode of use, and previous empirical studies fail to find robust evidence of an adverse impact of these modes of use on labour market productivity. This paper attempts to shed some light on this issue by directly estimating the impact of cannabis consumption in the past week and past year on health status using information on prime age individuals living in Australia. We find that cannabis use does reduce self-assessed health status, with the effect of weekly use being of a similar magnitude as smoking cigarettes daily. Moreover, we find evidence of a dose-response relationship in the health impact of cannabis use, with annual use having roughly half the impact of weekly use. © Springer Science+Business Media, LLC 2006.","Cannabis; Cigarettes; Productivity; Self-assessed health","Australasia; Australia; Cannabis; consumption behavior; health impact; health risk; health status; labor market",""
"Lampe J.R.","Lampe, Joanna R. (58023422700)","58023422700","The Controlled Substances Act (CSA): A legal overview for the 116th congress","2020","Key Congressional Reports for October 2019. Part II","","","","287","333","46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144270571&partnerID=40&md5=77acae9685d672b68aac6505f4ca751b","The Controlled Substances Act (CSA) imposes a unified legal framework to regulate certain drugs-whether medical or recreational, legally or illicitly distributed-that are deemed to pose a risk of abuse and dependence. The CSA does not apply to all drugs. Rather, it applies to specific substances and categories of substances that have been designated for control by Congress or through administrative proceedings. The statute also applies to controlled substance analogues that are intended to mimic the effects of controlled substances and certain precursor chemicals commonly used in the manufacturing of controlled substances. Controlled substances subject to the CSA are divided into categories known as Schedules I through V based on their medical utility and their potential for abuse and dependence. Substances considered to present the greatest risk to the public health and safety are subject to the most stringent controls and sanctions. A lower schedule number corresponds to greater restrictions, so substances in Schedule I are subject to the strictest controls, while substances in Schedule V are subject to the least strict. Most substances subject to the CSA are also subject to other federal or state regulations, including the Federal Food, Drug, and Cosmetic Act (FD&C Act). The Drug Enforcement Administration (DEA) is the federal agency primarily responsible for implementing and enforcing the CSA. DEA may designate a substance for control through notice-and-comment rulemaking if the substance satisfies the applicable statutory criteria. The agency may also place a substance under temporary control on an emergency basis if the substance poses an imminent hazard to public safety. In addition, DEA may designate a substance for control under the United States' international treaty obligations. In the alternative, Congress may place a substance under control by statute. The CSA simultaneously aims to protect public health from the dangers of controlled substances diverted into the illicit market while also seeking to ensure that patients have access to pharmaceutical controlled substances for legitimate medical purposes. To accomplish those two goals, the statute creates two overlapping legal schemes. Registration provisions require entities working with controlled substances to register with DEA and implement various measures to prevent diversion and misuse of controlled substances. Trafficking provisions establish penalties for the production, distribution, and possession of controlled substances outside the legitimate scope of the registration system. DEA is primarily responsible for enforcing the registration provisions and works with the Criminal Division of the Department of Justice to enforce the trafficking provisions of the CSA. Violations of the registration provisions generally are not criminal offenses, but certain serious violations may result in criminal prosecutions, fines, and even short prison sentences. Violations of the trafficking provisions are criminal offenses that may result in large fines and lengthy prison sentences. Drug regulation has received significant attention from Congress in recent years, with a number of bills introduced in the 116th Congress that would amend the CSA in various ways. For example, after Congress passed several bills in recent years in response to the opioid crisis, additional proposals aimed at addressing the crisis are pending before the 116th Congress, including the John S. McCain Opioid Addiction Prevention Act (H.R. 1614, S. 724), which would limit practitioners' ability to prescribe opioids; the LABEL Opioids Act (H.R. 2732, S. 1449), which would require prescription opioids to bear certain warning labels; and the Ending the Fentanyl Crisis Act of 2019 (S. 1724), which would increase criminal liability for illicit trafficking in the powerful opioid fentanyl. The 116th Congress has also considered measures specifically seeking to address the proliferation of synthetic drugs that mimic the effects of fentanyl, including the Stopping Overdoses of Fentanyl Analogues Act (H.R. 2935, S. 1622) and the Modernizing Drug Enforcement Act of 2019 (H.R. 2580). In addition, multiple recent proposals would seek to address the divergence between federal and state marijuana laws. For example, the Secure And Fair Enforcement Banking Act of 2019 (SAFE Banking Act) (H.R. 1595, S. 1200) would seek to protect depository institutions that provide financial services to cannabis-related businesses from regulatory sanctions, and the Strengthening the Tenth Amendment Through Entrusting States Act (STATES Act) (H.R. 2093, S. 1028) would amend the CSA so that most provisions concerning marijuana do not apply to marijuana-related activities that comply with state law. Other proposals, such as the Legitimate Use of Medicinal Marihuana Act (H.R. 171) and the Marijuana Justice Act of 2019 (H.R. 1456, S. 597) could address the gap between federal and state law in the area of marijuana regulation by moving marijuana from Schedule I to a less restrictive schedule or remove marijuana from the CSA's schedules. Finally, recent legislative proposals would aim to facilitate clinical research involving controlled substances, particularly marijuana. These various proposals raise a number of legal questions as Congress contemplates whether to change the laws governing controlled substances. © 2020 Nova Science Publishers, Inc.","","","Nova Science Publishers, Inc."
"Krissman F.","Krissman, Fred (8592202300)","8592202300","'Best Practices' in the emerald triangle: Cannabis and capitalist cultures in Northern California","2019","The Politics of Marijuana","","","","227","246","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091619433&partnerID=40&md5=649e0e7108f15786b31e8755b05ad7f2","California's Emerald Triangle cannabis industry is internationally renowned for countercultural ""best practices"" (BPs), including small-scale farms, wages averaging $20 per hour, and environmental safeguards. Cannabis farmers refuted the agribusiness credo that ""farming is a business, not a way of life"" by building a multibillion-dollar crop industry outside of the corporate paradigm. However, the state's legalization process is pushing the agribusiness model, and many traditional BPs are now endangered. © 2019 Peter Lang Publishing, Inc., New York.","","","Peter Lang AG"
"Seddon T.; Floodgate W.","Seddon, Toby (23036948500); Floodgate, William (57207823324)","23036948500; 57207823324","Regulating cannabis: A global review and future directions","2020","Regulating Cannabis: A Global Review and Future Directions","","","","1","132","131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147908635&doi=10.1007%2f978-3-030-52927-7&partnerID=40&md5=b31a90cca1d45f8bd341351dfd45c5b0","This book explores one of the most pressing public policy questions for the 2020s: how should we regulate cannabis? The global cannabis prohibition regime is fragmenting as more countries experiment with decriminalization and legalization, and this book aims to make sense of this rapidly changing world. The 'cannabis challenge' is complex. How do we balance creating a potentially lucrative legal cannabis industry with protecting public health? How do we hardwire social and racial justice into our reform initiatives? How do we build a cannabis trade that is environmentally sustainable? The book seeks to make sense of our present through a state-of-the-art global review of cannabis law reform initiatives - mapping what has been done, where, and with what impacts. It attempts to generate new ideas for the future of cannabis regulation by viewing it through the lens of business regulation and learning lessons from how other consumer products are regulated. © The Editor(s) (if applicable) and The Author(s) 2020. All rights reserved.","","","Springer International Publishing"
"van Draanen J.; Tao H.; Gupta S.; Liu S.","van Draanen, Jenna (57193727091); Tao, HaoDong (57220926095); Gupta, Saksham (57226094607); Liu, Sam (55177000700)","57193727091; 57220926095; 57226094607; 55177000700","Geographic differences in cannabis conversations on twitter: Infodemiology study","2020","JMIR Public Health and Surveillance","6","4","e18540","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097904638&doi=10.2196%2f18540&partnerID=40&md5=92fba4366977ce32de0b63dcd0c5a215","Background: Infodemiology is an emerging field of research that utilizes user-generated health-related content, such as that found in social media, to help improve public health. Twitter has become an important venue for studying emerging patterns in health issues such as substance use because it can reflect trends in real-time and display messages generated directly by users, giving a uniquely personal voice to analyses. Over the past year, several states in the United States have passed legislation to legalize adult recreational use of cannabis and the federal government in Canada has done the same. There are few studies that examine the sentiment and content of tweets about cannabis since the recent legislative changes regarding cannabis have occurred in North America. Objective: To examine differences in the sentiment and content of cannabis-related tweets by state cannabis laws, and to examine differences in sentiment between the United States and Canada between 2017 and 2019. Methods: In total, 1,200,127 cannabis-related tweets were collected from January 1, 2017, to June 17, 2019, using the Twitter application programming interface. Tweets then were grouped geographically based on cannabis legal status (legal for adult recreational use, legal for medical use, and no legal use) in the locations from which the tweets came. Sentiment scoring for the tweets was done with VADER (Valence Aware Dictionary and sEntiment Reasoner), and differences in sentiment for states with different cannabis laws were tested using Tukey adjusted two-sided pairwise comparisons. Topic analysis to determine the content of tweets was done using latent Dirichlet allocation in Python, using a Java implementation, LdaMallet, with Gensim wrapper. Results: Significant differences were seen in tweet sentiment between US states with different cannabis laws (P=.001 for negative sentiment tweets in fully illegal compared to legal for adult recreational use states), as well as between the United States and Canada (P=.003 for positive sentiment and P=.001 for negative sentiment). In both cases, restrictive state policy environments (eg, those where cannabis use is fully illegal, or legal for medical use only) were associated with more negative tweet sentiment than less restrictive policy environments (eg, where cannabis is legal for adult recreational use). Six key topics were found in recent US tweet contents: fun and recreation (keywords, eg, love, life, high); daily life (today, start, live); transactions (buy, sell, money); places of use (room, car, house); medical use and cannabis industry (business, industry, company); and legalization (legalize, police, tax). The keywords representing content of tweets also differed between the United States and Canada. Conclusions: Knowledge about how cannabis is being discussed online, and geographic differences that exist in these conversations may help to inform public health planning and prevention efforts. Public health education about how to use cannabis in ways that promote safety and minimize harms may be especially important in places where cannabis is legal for adult recreational and medical use. ©Jenna van Draanen, HaoDong Tao, Saksham Gupta, Sam Liu.","","Cannabis; Communication; Geography; Humans; Social Media; United States; cannabis; geography; human; interpersonal communication; procedures; social media; United States","JMIR Publications Inc."
"Rotering T.; Bialous S.; Apollonio D.","Rotering, Thomas (57226737812); Bialous, Stella (6603625539); Apollonio, Dorie (16030209300)","57226737812; 6603625539; 16030209300","Cannabis industry campaign expenditures in Colorado, 2005-2021","2023","International Journal of Drug Policy","119","","104156","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166927585&doi=10.1016%2fj.drugpo.2023.104156&partnerID=40&md5=807198d864852306d33991b900a3d5d9","Background: The cannabis industry has been described using the commercial determinants of health framework because it seeks to increase sales and profits through efforts to change the political environment. To increase understanding of these cannabis industry's efforts, this study describes cannabis industry campaign contributions in Colorado through an analysis of public records. Methods: We reviewed datasets posted online at the Colorado Secretary of State's Transparent in Contribution and Expenditure Reporting (TRACER) Campaign Finance System. We generated descriptive data on cannabis industry contributions to elections and conducted regressions to identify predictors of contributions, and associations between lagged contributions and a legislator's cannabis industry score (how closely aligned lawmaker's legislative history is with the cannabis industry from -1 to 1). Results: Between 2005-2021, 429 cannabis-affiliated contributors gave $4,658,385 (2021 inflation-adjusted) to 512 electoral committees. Contributions came primarily from non-profits (45%), businesses (27%), and individuals (25%). After recreational legalization in 2012, contributions from non-profit donors with industry ties gave way to contributions from cannabis businesses, business owners, and lobbyists. Cannabis industry contributions to local and state-wide ballot initiative campaigns historically made up the majority of the industry spending, but contributions to candidate committees more than tripled between the 2009-2010 legislative cycle and the 2019-2020 cycle. From 2017-2020, every $10,000 in lagged campaign donations from cannabis industry affiliated contributors was associated with a 0.245-point increase in a legislator's cannabis industry score (p=0.04). Conclusion: Cannabis-affiliated interests made substantial campaign contributions in Colorado. Public health advocates should monitor industry connections to lawmakers and industry tactics used to mask the source of political contributions. Continued surveillance of the cannabis industry is essential to exposing conflicts of interest and preventing undue industry influence. © 2023 The Author(s)","Cannabis; Colorado; Conflict of Interest; Politics; Public Health","Cannabis; Colorado; Health Expenditures; Humans; Industry; Surveys and Questionnaires; cannabis; Article; canabis industry; Colorado; controlled study; human; industry; inflation (economics); legal aspect; organizational policy; outcome assessment; policy; politics; public expenditure; public health campaign; public policy; recreational drug use; retrospective study; health care cost; industry; questionnaire","Elsevier B.V."
"Cowan M.J.","Cowan, Mark J. (53875683300)","53875683300","Taxing Cannabis on the Reservation","2020","American Business Law Journal","57","4","","867","911","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104988110&doi=10.1111%2fablj.12174&partnerID=40&md5=14df0dd5995c12f1e9e086f5acfcef04","American Indian tribes that enter the cannabis industry confront a multisovereign tax system that lacks certainty and horizontal equity. The complex interaction of state legalization and taxation of cannabis, federal tax law, the status of tribes as both governments and business enterprises, and the legal and tax landscape in Indian country can give tribes tax advantages and disadvantages compared to off-reservation cannabis dispensaries. This article analyzes these tax issues, examines them in the context of prior challenges posed by Indian gaming, and suggests reforms that address the tax inequities that can result from cannabis sales on Indian reservations. © 2021 The Author. American Business Law Journal © 2021 Academy of Legal Studies in Business","","","Blackwell Publishing Ltd"
